custid,retained,created,firstorder,lastorder,esent,eopenrate,eclickrate,avgorder,ordfreq,paperless,refill,doorstep,favday,city
UT9SSY,1,12/10/2009,12/11/2009,12/11/2009,20,100,20,54.02,0,1,0,0,Monday,DCX
JQXT77,1,11/17/2009,12/10/2009,12/10/2009,22,4.545454545,0,36.97,0,1,1,0,Thursday,RIC
9UW7NW,1,12/10/2009,12/10/2009,12/10/2009,24,12.5,4.166666667,40.02,0,1,0,0,Friday,RIC
36GJ93,1,12/7/2009,12/10/2009,1/18/2010,22,77.27272727,4.545454545,105.05,0.051282051,1,1,1,Thursday,DCX
NYTM35,1,11/5/2009,12/10/2009,12/10/2009,6,50,0,40.02,0,1,0,0,Thursday,CHO
4GRU92,1,12/10/2009,12/10/2009,12/10/2009,18,100,33.33333333,40.02,0,1,0,0,Monday,RIC
9Z9R6F,1,12/10/2009,12/10/2009,12/10/2009,19,63.15789474,5.263157895,40.02,0,1,1,0,Wednesday,RIC
46DXA3,1,12/10/2009,1/6/2010,1/18/2010,26,76.92307692,15.38461538,77.2,0.25,1,1,1,Monday,RIC
WJ2ZWP,1,12/10/2009,12/10/2009,12/10/2009,23,13.04347826,8.695652174,45.52,0,1,0,1,Thursday,BWI
HM9NSZ,1,12/3/2009,12/11/2009,1/11/2010,22,100,9.090909091,40.92,0.064516129,1,0,0,Friday,DCX
JKAPSL,1,12/11/2009,12/11/2009,12/11/2009,21,4.761904762,0,40.02,0,1,0,0,Wednesday,RIC
XGKNWR,1,12/11/2009,12/11/2009,12/16/2009,21,47.61904762,23.80952381,59.14,0.4,1,0,0,Friday,CHO
BKZTVV,1,12/11/2009,12/11/2009,12/11/2009,23,8.695652174,0,40.22,0,1,0,0,Monday,RIC
YM3GEH,1,12/7/2009,12/11/2009,12/11/2009,14,50,14.28571429,9.97,0,1,0,0,Saturday,BWI
CJHE2F,1,12/11/2009,12/11/2009,12/11/2009,21,33.33333333,9.523809524,40,0,1,0,0,Saturday,BWI
PNGHQY,1,12/11/2009,12/11/2009,12/11/2009,23,39.13043478,0,40,0,1,1,0,Saturday,BWI
B3BNF3,1,12/11/2009,12/11/2009,12/29/2009,19,42.10526316,15.78947368,44.33,0.111111111,0,0,0,Monday,RIC
N64D4W,1,12/11/2009,12/15/2009,12/15/2009,26,38.46153846,26.92307692,36.95,0,1,0,1,Tuesday,DCX
2Y8UMJ,1,12/11/2009,12/11/2009,1/11/2010,25,96,12,57.12,0.129032258,1,0,0,Friday,CHO
69AWKY,1,12/11/2009,12/11/2009,12/11/2009,24,8.333333333,0,36.97,0,1,1,0,Friday,RIC
N56VZB,1,12/11/2009,12/11/2009,12/11/2009,22,31.81818182,13.63636364,40,0,1,0,0,Saturday,BWI
QC7N3N,1,12/11/2009,12/11/2009,1/6/2010,20,85,10,48.15,0.115384615,1,0,0,Wednesday,BWI
Z9BBCY,1,12/11/2009,12/11/2009,12/11/2009,11,45.45454545,9.090909091,35.02,0,1,0,0,Tuesday,CHO
88EBEN,1,12/11/2009,12/11/2009,12/11/2009,23,17.39130435,13.04347826,35.02,0,1,0,0,Wednesday,CHO
3TXFZX,1,12/11/2009,12/11/2009,12/11/2009,16,25,0,29,0,1,0,0,Saturday,BWI
Q4WZQ7,1,12/11/2009,1/15/2010,1/15/2010,17,17.64705882,11.76470588,69.45,0,1,0,0,Wednesday,RIC
7GR9TD,1,12/11/2009,12/11/2009,12/11/2009,19,21.05263158,5.263157895,35,0,1,0,0,Friday,DCX
WN7L4W,1,11/24/2009,12/11/2009,12/31/2009,25,0,0,32.66,0.1,1,0,0,Friday,CHO
7SLUQP,1,12/11/2009,12/11/2009,12/11/2009,22,68.18181818,18.18181818,50.19,0,1,1,1,Friday,CHO
UXK3JH,1,12/11/2009,12/11/2009,12/11/2009,10,40,20,29,0,0,0,0,Saturday,DCX
N6C4RU,1,12/11/2009,12/11/2009,12/11/2009,22,13.63636364,4.545454545,35,0,1,0,0,Saturday,DCX
WV8WMU,1,12/11/2009,12/11/2009,12/11/2009,24,70.83333333,16.66666667,29,0,1,0,0,Tuesday,BWI
CRLXZ3,1,12/11/2009,12/12/2009,12/12/2009,23,60.86956522,34.7826087,138.24,0,1,1,1,Monday,RIC
WCT84A,1,12/11/2009,12/11/2009,12/11/2009,23,0,0,31,0,1,0,0,Saturday,DCX
Q2CKKQ,1,12/11/2009,12/11/2009,12/11/2009,23,26.08695652,8.695652174,35,0,1,0,0,Saturday,DCX
88C2KD,1,12/11/2009,12/11/2009,12/11/2009,24,12.5,4.166666667,31,0,1,0,0,Saturday,BWI
AWF34P,1,12/11/2009,12/11/2009,12/11/2009,21,19.04761905,4.761904762,31,0,1,0,0,Wednesday,BWI
FKYVAF,1,12/11/2009,12/11/2009,12/11/2009,24,8.333333333,4.166666667,35.02,0,1,0,0,Monday,CHO
ZU85P5,1,12/11/2009,12/11/2009,12/11/2009,25,20,4,40,0,1,0,0,Monday,BWI
ELAMLL,1,12/11/2009,12/11/2009,12/11/2009,22,36.36363636,9.090909091,35,0,1,0,0,Tuesday,DCX
R3KEWA,1,12/11/2009,12/11/2009,12/11/2009,20,40,10,31,0,1,0,0,Friday,DCX
HTCH42,1,12/11/2009,12/11/2009,12/11/2009,21,14.28571429,0,40,0,1,0,0,Thursday,BWI
9ACDPA,1,12/11/2009,12/11/2009,12/11/2009,24,33.33333333,4.166666667,35,0,1,0,0,Monday,BWI
T5AXYH,1,12/11/2009,12/25/2009,12/25/2009,23,95.65217391,26.08695652,78.7,0,1,0,0,Tuesday,BWI
QDFWSU,1,12/11/2009,12/11/2009,12/11/2009,22,18.18181818,9.090909091,35.02,0,1,0,0,Friday,CHO
UER842,1,12/11/2009,12/11/2009,12/11/2009,22,50,13.63636364,35,0,1,0,0,Monday,BWI
M8G948,1,12/11/2009,12/11/2009,12/11/2009,21,9.523809524,4.761904762,35.02,0,1,0,0,Thursday,CHO
SR7NPR,1,12/11/2009,12/11/2009,12/11/2009,23,78.26086957,21.73913043,31,0,1,0,0,Monday,BWI
W9AGL8,1,12/5/2009,12/11/2009,12/11/2009,24,29.16666667,0,40.02,0,1,0,0,Monday,DCX
DUZD8W,1,12/11/2009,12/11/2009,12/11/2009,20,80,25,40.02,0,1,1,0,Friday,CHO
7NABF2,1,12/4/2009,12/11/2009,12/11/2009,19,63.15789474,10.52631579,40.02,0,1,0,1,Friday,DCX
ZYBJHF,1,12/11/2009,1/7/2010,1/7/2010,24,58.33333333,25,40.78,0,1,0,0,Thursday,BWI
UAEZXV,1,12/11/2009,12/11/2009,12/11/2009,22,31.81818182,0,31,0,1,0,0,Tuesday,DCX
9382XF,1,12/11/2009,12/11/2009,12/11/2009,24,8.333333333,8.333333333,35.02,0,1,0,0,Monday,CHO
HGFHW8,1,12/11/2009,12/11/2009,12/11/2009,26,11.53846154,7.692307692,35,0,1,0,0,Monday,DCX
9MY2WG,1,12/11/2009,12/11/2009,12/11/2009,20,95,5,40.02,0,1,1,0,Monday,RIC
QHZU4L,0,12/11/2009,12/16/2009,12/16/2009,10,70,30,40,0,1,0,0,Thursday,BWI
YGFPKX,1,12/11/2009,12/11/2009,12/11/2009,22,86.36363636,27.27272727,29,0,1,0,0,Tuesday,DCX
M369HX,1,12/11/2009,12/11/2009,12/11/2009,19,78.94736842,5.263157895,31.19,0,1,0,0,Friday,CHO
N8KYP6,1,12/11/2009,12/11/2009,12/11/2009,22,22.72727273,9.090909091,40.02,0,1,0,0,Friday,RIC
DZFHTM,1,12/11/2009,12/11/2009,12/11/2009,19,26.31578947,0,31.02,0,1,0,0,Thursday,DCX
PFZ4KW,1,12/11/2009,12/11/2009,12/11/2009,23,13.04347826,4.347826087,40.02,0,1,0,0,Friday,RIC
DY9HQG,1,12/11/2009,12/11/2009,12/11/2009,23,13.04347826,8.695652174,29,0,1,0,0,Friday,DCX
NS7L22,1,12/11/2009,12/11/2009,12/11/2009,19,89.47368421,15.78947368,35,0,1,0,0,Saturday,DCX
M35C6F,1,12/11/2009,12/11/2009,12/11/2009,23,8.695652174,0,31,0,1,0,0,Saturday,DCX
VYJBYF,1,12/11/2009,12/11/2009,12/11/2009,23,56.52173913,8.695652174,31,0,1,0,0,Tuesday,DCX
ZGBUFP,1,12/11/2009,12/11/2009,12/11/2009,22,45.45454545,4.545454545,40.62,0,1,0,0,Saturday,BWI
JTPP5B,1,12/11/2009,12/11/2009,12/11/2009,24,0,0,29,0,1,0,0,Tuesday,DCX
929ZC3,1,12/11/2009,12/11/2009,12/18/2009,24,50,4.166666667,60.03,0.428571429,1,1,0,Friday,BWI
KD7627,1,12/11/2009,12/11/2009,12/11/2009,23,21.73913043,8.695652174,50.75,0,1,0,0,Thursday,BWI
49KF3N,1,12/11/2009,12/15/2009,12/15/2009,22,13.63636364,4.545454545,40.02,0,1,1,1,Wednesday,DCX
9CPAVU,1,12/11/2009,12/11/2009,12/11/2009,20,25,5,35,0,1,0,0,Wednesday,BWI
R2QVMD,1,12/11/2009,1/13/2010,1/13/2010,26,50,7.692307692,80.79,0,1,0,0,Thursday,DCX
6BPGKV,1,12/11/2009,12/11/2009,1/4/2010,24,75,29.16666667,52.46,0.125,1,0,0,Tuesday,DCX
FM59QL,1,12/11/2009,12/11/2009,12/11/2009,24,37.5,8.333333333,35,0,1,0,0,Tuesday,DCX
LZGN4D,1,11/20/2009,12/11/2009,12/11/2009,24,0,0,40.02,0,1,0,0,Friday,RIC
B8KLDL,1,11/13/2009,12/11/2009,12/11/2009,20,100,15,21.4,0,1,0,0,Friday,DCX
ARHXQC,1,12/11/2009,1/5/2010,1/19/2010,30,90,26.66666667,50.56,0.285714286,1,0,0,Tuesday,BWI
4YDBEC,1,12/11/2009,12/11/2009,12/11/2009,23,0,0,35.02,0,1,0,0,Friday,CHO
98EAS3,1,12/11/2009,12/11/2009,12/11/2009,23,0,0,40.2,0,1,0,0,Friday,RIC
K7UT6U,1,12/11/2009,12/11/2009,12/11/2009,24,0,0,40.02,0,1,1,0,Friday,RIC
PB5PR8,1,12/11/2009,12/11/2009,1/8/2010,26,92.30769231,19.23076923,67.91,0.178571429,1,1,0,Friday,RIC
8RTZAF,1,12/11/2009,12/11/2009,12/11/2009,21,66.66666667,4.761904762,90.37,0,1,0,0,Friday,RIC
EJ58UG,1,12/11/2009,12/11/2009,12/11/2009,19,68.42105263,26.31578947,35,0,1,0,0,Tuesday,BWI
MH4AVZ,1,12/11/2009,12/11/2009,12/11/2009,21,76.19047619,9.523809524,31,0,1,0,0,Tuesday,BWI
5LSNK7,1,12/11/2009,12/11/2009,1/7/2010,24,58.33333333,37.5,30.8,0.148148148,1,1,1,Thursday,RIC
SDGS4P,1,12/11/2009,12/11/2009,1/5/2010,23,43.47826087,17.39130435,26.19,0.08,1,0,0,Tuesday,BWI
P86GH9,1,12/11/2009,12/11/2009,12/11/2009,22,59.09090909,13.63636364,40.02,0,1,0,0,Monday,RIC
6S7NQB,1,12/11/2009,12/11/2009,12/11/2009,20,90,5,35,0,1,0,0,Tuesday,BWI
DRTZR6,1,12/11/2009,12/11/2009,12/11/2009,24,0,0,51.13,0,1,0,0,Tuesday,BWI
BV49SS,1,12/11/2009,12/11/2009,12/11/2009,23,60.86956522,4.347826087,40.02,0,1,0,0,Monday,RIC
S62DGC,1,12/11/2009,12/11/2009,1/19/2010,28,89.28571429,46.42857143,91.23,0.076923077,1,0,0,Tuesday,BWI
F7Q69G,1,12/11/2009,12/11/2009,12/11/2009,19,78.94736842,0,29,0,1,0,0,Thursday,BWI
JYUKV6,1,12/11/2009,12/11/2009,12/11/2009,6,16.66666667,0,46.08,0,1,0,0,Tuesday,BWI
N8TVDC,1,12/11/2009,12/11/2009,12/11/2009,23,43.47826087,8.695652174,35,0,1,0,0,Tuesday,BWI
SW43UM,1,12/11/2009,12/11/2009,12/11/2009,22,22.72727273,9.090909091,35,0,1,0,0,Tuesday,BWI
2NARHP,1,12/11/2009,12/11/2009,12/11/2009,19,21.05263158,5.263157895,31,0,1,0,0,Thursday,BWI
TJF8BZ,1,12/11/2009,12/11/2009,12/11/2009,22,4.545454545,4.545454545,29,0,1,0,0,Thursday,BWI
QVELTL,1,12/11/2009,12/11/2009,12/11/2009,19,89.47368421,5.263157895,71.91,0,1,0,0,Friday,CHO
5H743X,1,12/11/2009,12/11/2009,12/11/2009,23,4.347826087,0,40.02,0,1,0,0,Friday,RIC
ALXF5M,1,12/11/2009,12/11/2009,12/11/2009,23,0,0,40.02,0,1,0,0,Friday,RIC
FXGUY3,0,12/11/2009,12/11/2009,12/11/2009,19,31.57894737,0,29,0,1,0,0,Tuesday,BWI
7NZNJK,1,12/11/2009,12/11/2009,12/11/2009,24,0,0,35,0,1,0,0,Monday,BWI
NNPVSZ,1,12/11/2009,12/11/2009,12/11/2009,24,16.66666667,8.333333333,35,0,1,0,0,Tuesday,BWI
7NB5CD,1,12/11/2009,12/11/2009,12/11/2009,24,25,4.166666667,40.2,0,1,0,1,Friday,RIC
5VGA7A,1,12/11/2009,12/11/2009,12/11/2009,18,55.55555556,11.11111111,29,0,1,0,0,Thursday,BWI
T7FQ7J,1,12/11/2009,12/11/2009,12/11/2009,21,23.80952381,0,40.02,0,1,0,0,Friday,RIC
FJQ8TQ,1,12/11/2009,12/11/2009,12/11/2009,21,42.85714286,0,40,0,1,0,0,Thursday,BWI
D4XRAH,1,12/11/2009,12/11/2009,12/11/2009,22,9.090909091,0,56.23,0,1,0,0,Friday,CHO
TAGX2E,1,12/11/2009,12/11/2009,12/11/2009,25,36,12,40.02,0,1,0,0,Tuesday,RIC
J7HMFB,1,12/11/2009,12/12/2009,12/12/2009,24,20.83333333,0,93.71,0,1,0,0,Monday,CHO
5C5Q9Z,1,12/12/2009,12/12/2009,12/12/2009,22,50,0,40.02,0,1,0,0,Tuesday,RIC
GXS9NA,1,12/12/2009,12/12/2009,12/12/2009,12,91.66666667,8.333333333,40,0,1,1,1,Thursday,DCX
C9ZKT8,1,12/12/2009,12/12/2009,12/12/2009,20,55,10,40.02,0,1,1,0,Friday,CHO
VZKDLC,0,12/12/2009,12/12/2009,12/12/2009,10,100,50,40.02,0,0,0,0,Thursday,RIC
59R3N6,1,12/12/2009,12/12/2009,12/12/2009,7,28.57142857,0,36.97,0,0,0,0,Thursday,RIC
NGGLRD,1,12/11/2009,12/29/2009,12/29/2009,21,23.80952381,14.28571429,77.29,0,1,0,0,Tuesday,BWI
B4VZJ3,1,1/19/2010,1/19/2010,1/19/2010,15,26.66666667,13.33333333,57.75,0,1,0,0,Wednesday,BWI
PQRWWX,1,11/13/2009,12/12/2009,12/12/2009,21,9.523809524,0,40.02,0,1,1,0,Thursday,DCX
6CDXLL,1,12/12/2009,12/12/2009,1/7/2010,25,20,8,38.46,0.076923077,1,1,1,Thursday,RIC
TZJNQX,1,12/12/2009,12/18/2009,1/6/2010,29,37.93103448,10.34482759,25.32,0.157894737,1,1,0,Thursday,RIC
CN5JJW,1,12/12/2009,12/31/2009,12/31/2009,19,73.68421053,15.78947368,50.5,0,1,0,0,Thursday,CHO
FW2CQZ,1,12/12/2009,12/12/2009,12/28/2009,24,70.83333333,20.83333333,87.4,0.125,1,1,1,Monday,DCX
YTR6B2,0,12/12/2009,12/12/2009,12/12/2009,16,18.75,0,40.02,0,1,0,0,Monday,RIC
QE8D3Z,1,12/12/2009,12/12/2009,12/12/2009,18,11.11111111,0,31.02,0,1,0,0,Monday,CHO
396TLS,1,12/12/2009,12/12/2009,12/12/2009,20,70,40,72.9,0,1,0,0,Monday,RIC
QDV88G,1,12/12/2009,12/12/2009,12/12/2009,24,29.16666667,8.333333333,31,0,1,0,0,Tuesday,BWI
UFWDYB,1,12/12/2009,12/12/2009,12/12/2009,21,14.28571429,9.523809524,31,0,1,0,0,Wednesday,DCX
HHE3SW,1,12/12/2009,12/12/2009,12/12/2009,23,60.86956522,26.08695652,40.22,0,1,0,0,Tuesday,RIC
WB68DZ,1,12/12/2009,12/12/2009,12/12/2009,21,19.04761905,9.523809524,40.02,0,1,1,0,Thursday,CHO
RVV73L,1,12/12/2009,12/12/2009,1/18/2010,22,72.72727273,22.72727273,37.43,0.108108108,1,1,1,Monday,DCX
5RQWKT,1,12/12/2009,12/12/2009,12/12/2009,22,40.90909091,27.27272727,49.93,0,1,0,0,Monday,BWI
P6WSXG,1,11/3/2009,12/21/2009,1/18/2010,29,24.13793103,3.448275862,41.47,0.071428571,1,0,0,Monday,DCX
A6XG3C,1,12/12/2009,12/12/2009,12/12/2009,24,8.333333333,0,31,0,1,0,0,Monday,BWI
D4XCGV,1,12/12/2009,12/12/2009,12/12/2009,24,12.5,0,31.19,0,1,0,0,Monday,CHO
32AEXH,1,12/12/2009,12/12/2009,1/11/2010,25,92,20,100.38,0.133333333,1,0,0,Monday,RIC
PVWTFH,1,12/12/2009,12/12/2009,12/12/2009,24,0,0,31,0,1,0,0,Tuesday,DCX
QYX8MM,1,12/12/2009,12/12/2009,12/12/2009,21,4.761904762,4.761904762,29,0,1,0,0,Thursday,DCX
D6JHTM,1,12/12/2009,12/12/2009,1/5/2010,26,26.92307692,11.53846154,117.82,0.083333333,1,0,0,Tuesday,CHO
99RDWR,1,12/12/2009,12/12/2009,12/12/2009,14,57.14285714,14.28571429,40.02,0,1,0,1,Monday,DCX
VQ5CR5,1,12/12/2009,12/17/2009,1/15/2010,32,96.875,18.75,83.49,0.24137931,1,1,0,Friday,CHO
CNHP8P,1,12/2/2009,12/12/2009,12/12/2009,23,30.43478261,4.347826087,40.02,0,1,1,0,Tuesday,RIC
PJ8J5R,1,12/12/2009,12/12/2009,12/12/2009,9,77.77777778,33.33333333,31,0,1,0,0,Wednesday,BWI
XQCT5C,1,12/12/2009,12/12/2009,12/12/2009,22,4.545454545,4.545454545,31,0,1,0,0,Saturday,BWI
VZ2EWL,1,12/12/2009,12/12/2009,12/12/2009,24,8.333333333,4.166666667,35,0,1,0,0,Tuesday,DCX
8J7UM7,1,12/12/2009,12/12/2009,12/12/2009,24,29.16666667,8.333333333,35,0,1,0,0,Tuesday,DCX
C34U7N,1,12/12/2009,12/12/2009,12/12/2009,21,28.57142857,4.761904762,31,0,1,0,0,Wednesday,BWI
CLTUJY,1,12/12/2009,12/12/2009,1/8/2010,22,68.18181818,54.54545455,344.57,0.074074074,0,0,0,Friday,DCX
RP4TU2,1,12/12/2009,12/12/2009,12/12/2009,21,71.42857143,19.04761905,95.9,0,1,0,0,Thursday,BWI
VKNXX4,1,12/12/2009,12/12/2009,12/12/2009,20,45,5,35,0,1,0,0,Wednesday,DCX
TS897N,1,12/12/2009,12/12/2009,12/12/2009,19,31.57894737,0,35,0,1,0,0,Wednesday,DCX
7CLG89,1,12/12/2009,12/14/2009,12/14/2009,23,0,0,40.02,0,1,0,0,Wednesday,RIC
CS69SW,1,12/12/2009,12/12/2009,12/12/2009,9,66.66666667,11.11111111,29.02,0,1,0,0,Wednesday,CHO
LUWDUD,1,12/12/2009,12/12/2009,12/12/2009,24,4.166666667,0,35,0,1,0,0,Tuesday,DCX
YY3SW7,1,12/12/2009,12/12/2009,12/12/2009,29,37.93103448,17.24137931,31,0,1,0,0,Thursday,BWI
DCQLXW,1,12/12/2009,12/12/2009,12/12/2009,22,4.545454545,4.545454545,29,0,1,0,0,Friday,DCX
GMJDJJ,1,12/2/2009,12/12/2009,12/12/2009,23,26.08695652,4.347826087,74.6,0,1,0,0,Monday,RIC
9YFBZK,1,12/12/2009,12/12/2009,12/12/2009,24,12.5,0,29,0,1,0,0,Tuesday,DCX
BL7C3G,1,12/12/2009,12/12/2009,12/12/2009,21,14.28571429,4.761904762,35.02,0,1,0,0,Wednesday,CHO
H46JG5,1,12/12/2009,12/15/2009,12/15/2009,22,95.45454545,4.545454545,51.11,0,1,0,0,Tuesday,RIC
44X79Z,1,12/12/2009,12/12/2009,12/12/2009,21,0,0,31,0,1,0,0,Thursday,DCX
JMSQJE,1,12/12/2009,12/12/2009,12/12/2009,24,4.166666667,0,40.02,0,1,0,0,Tuesday,RIC
E3FHU5,1,12/12/2009,12/12/2009,12/12/2009,17,11.76470588,0,29.02,0,1,0,0,Monday,CHO
TU8NZJ,0,12/12/2009,12/12/2009,12/12/2009,6,83.33333333,50,35,0,1,0,0,Tuesday,DCX
A9PC4G,1,12/12/2009,12/12/2009,12/12/2009,23,8.695652174,0,35,0,1,0,0,Tuesday,DCX
6FS9WT,1,12/12/2009,12/12/2009,1/19/2010,18,94.44444444,27.77777778,34.56,0.052631579,1,0,0,Tuesday,DCX
SZAH2V,1,12/12/2009,12/12/2009,12/12/2009,13,46.15384615,23.07692308,40.02,0,1,0,0,Wednesday,RIC
7T8T4Z,1,12/12/2009,12/12/2009,12/12/2009,22,54.54545455,9.090909091,74.99,0,1,0,0,Monday,DCX
QKQFMQ,1,12/12/2009,12/12/2009,1/15/2010,26,11.53846154,7.692307692,32.7,0.088235294,1,0,0,Monday,DCX
HUTW9K,1,12/12/2009,12/12/2009,12/12/2009,24,12.5,12.5,40.02,0,1,0,0,Monday,RIC
JCDCU2,1,12/12/2009,12/12/2009,12/12/2009,24,4.166666667,4.166666667,40.02,0,1,0,0,Tuesday,RIC
QXWW6K,1,12/12/2009,12/12/2009,1/13/2010,25,16,4,142.49,0.09375,1,0,0,Monday,RIC
T8Q72J,1,12/12/2009,12/12/2009,12/12/2009,19,26.31578947,5.263157895,40.02,0,1,0,0,Wednesday,RIC
K8AARM,1,12/12/2009,12/12/2009,12/12/2009,21,28.57142857,9.523809524,31,0,1,0,0,Thursday,DCX
XBXHJ2,1,11/14/2009,12/12/2009,12/12/2009,24,0,0,40.02,0,1,0,0,Tuesday,CHO
WFRD24,1,12/12/2009,12/12/2009,12/12/2009,22,27.27272727,9.090909091,40.02,0,1,0,0,Monday,RIC
TXMNXV,1,12/12/2009,12/12/2009,12/12/2009,21,42.85714286,14.28571429,43.02,0,1,1,1,Thursday,RIC
8JKGJQ,1,12/12/2009,12/12/2009,12/12/2009,23,65.2173913,13.04347826,40.02,0,1,0,0,Monday,RIC
YSBFWA,0,12/12/2009,12/12/2009,12/12/2009,20,30,20,31,0,1,0,0,Thursday,DCX
FSZAML,1,12/12/2009,12/12/2009,12/12/2009,23,30.43478261,8.695652174,31,0,1,0,0,Tuesday,DCX
4T62Q7,1,12/12/2009,12/12/2009,12/12/2009,8,37.5,0,40.02,0,1,0,0,Monday,RIC
339KWJ,0,12/12/2009,12/12/2009,12/12/2009,9,100,44.44444444,35.02,0,1,0,0,Saturday,DCX
FSSE7Z,1,12/9/2009,12/12/2009,1/5/2010,24,100,50,48.84,0.125,1,1,0,Tuesday,CHO
3AXT4K,1,12/12/2009,12/12/2009,12/12/2009,22,72.72727273,13.63636364,35,0,1,0,0,Monday,DCX
LZK5H2,1,12/12/2009,12/12/2009,12/12/2009,23,26.08695652,4.347826087,40.02,0,1,0,0,Monday,RIC
FSBBYW,1,12/12/2009,12/12/2009,12/12/2009,26,15.38461538,3.846153846,36.95,0,1,0,0,Monday,BWI
D6VLKK,0,12/12/2009,12/12/2009,12/12/2009,11,45.45454545,9.090909091,40.02,0,1,0,0,Thursday,CHO
8HGQCP,1,12/12/2009,1/10/2010,1/10/2010,14,21.42857143,14.28571429,40.02,0,1,0,0,Monday,CHO
9B2ZMF,0,12/12/2009,12/12/2009,12/12/2009,14,64.28571429,7.142857143,40.02,0,1,0,0,Monday,RIC
FWWM9W,1,12/12/2009,12/12/2009,12/12/2009,11,63.63636364,45.45454545,40.02,0,1,0,0,Monday,RIC
YDP78D,1,11/11/2009,12/17/2009,12/17/2009,22,4.545454545,0,52.7,0,1,0,0,Friday,RIC
ZRLR4B,1,12/12/2009,12/12/2009,12/12/2009,24,8.333333333,8.333333333,40.02,0,1,0,0,Tuesday,RIC
J642P8,1,12/12/2009,1/5/2010,1/5/2010,18,61.11111111,16.66666667,50.8,0,1,0,0,Friday,BWI
4TJP9Z,1,12/12/2009,12/12/2009,12/12/2009,21,19.04761905,9.523809524,31,0,1,0,0,Thursday,BWI
7J3478,1,12/12/2009,12/12/2009,12/12/2009,16,75,31.25,35,0,1,0,0,Monday,BWI
N36DBK,1,12/12/2009,12/12/2009,12/12/2009,22,18.18181818,0,29,0,1,0,0,Thursday,BWI
H3J2V7,1,12/12/2009,12/17/2009,12/17/2009,23,8.695652174,0,40.02,0,1,0,0,Monday,RIC
NZBWKD,1,12/12/2009,12/12/2009,12/21/2009,18,83.33333333,50,58.55,0.222222222,1,0,0,Monday,RIC
XGBKZU,1,12/12/2009,12/12/2009,12/12/2009,25,24,4,29,0,1,0,0,Monday,BWI
4HYLBD,1,12/12/2009,12/12/2009,12/12/2009,23,47.82608696,21.73913043,40.02,0,1,0,0,Monday,RIC
UX32BM,1,12/12/2009,12/12/2009,12/12/2009,19,52.63157895,5.263157895,40.02,0,1,0,0,Wednesday,RIC
S7N6C4,1,12/12/2009,12/12/2009,12/12/2009,23,4.347826087,0,40.02,0,1,0,0,Tuesday,RIC
AVRDF3,1,12/12/2009,12/12/2009,12/12/2009,20,35,10,31,0,1,0,0,Thursday,BWI
TU57MC,1,12/11/2009,12/12/2009,12/21/2009,24,12.5,4.166666667,38.46,0.222222222,1,1,0,Monday,RIC
JYB3N4,1,12/12/2009,12/12/2009,12/12/2009,26,11.53846154,3.846153846,40.02,0,1,0,0,Tuesday,RIC
KQMP7K,0,12/12/2009,12/12/2009,12/12/2009,11,81.81818182,0,40.02,0,1,0,0,Tuesday,RIC
6BX3GH,1,12/12/2009,12/12/2009,12/12/2009,20,20,15,31.02,0,1,0,0,Wednesday,RIC
HSPCGA,1,12/12/2009,12/13/2009,12/13/2009,21,38.0952381,14.28571429,40.02,0,1,0,0,Monday,RIC
UZ59TV,1,12/12/2009,12/12/2009,12/12/2009,8,87.5,37.5,35.02,0,1,0,0,Monday,RIC
Y7GJT3,1,12/12/2009,12/12/2009,12/12/2009,22,27.27272727,13.63636364,29.02,0,1,0,0,Wednesday,RIC
6U6SXS,1,12/12/2009,12/12/2009,12/12/2009,23,13.04347826,0,35.21,0,1,0,0,Monday,RIC
MS6WXP,1,12/12/2009,1/10/2010,1/10/2010,17,23.52941176,17.64705882,40.02,0,1,0,0,Monday,RIC
2ASUDZ,1,12/9/2009,12/12/2009,12/12/2009,22,36.36363636,4.545454545,44.07,0,1,0,0,Tuesday,RIC
X6TXGS,1,12/12/2009,12/12/2009,12/12/2009,19,26.31578947,5.263157895,40.02,0,1,0,0,Tuesday,RIC
R5ACRL,1,12/12/2009,12/12/2009,12/12/2009,25,8,8,39.95,0,1,0,0,Tuesday,DCX
M6S5GP,1,12/12/2009,12/12/2009,12/12/2009,21,4.761904762,4.761904762,40.2,0,1,0,0,Wednesday,RIC
5ES2N7,1,11/23/2009,12/12/2009,12/12/2009,21,4.761904762,4.761904762,40.02,0,1,0,0,Wednesday,CHO
GJUFLA,1,12/12/2009,12/12/2009,12/12/2009,24,4.166666667,4.166666667,40.22,0,1,0,0,Monday,RIC
6STHGX,1,12/12/2009,12/12/2009,12/12/2009,21,0,0,40.02,0,1,0,0,Wednesday,CHO
HH7EMY,1,12/12/2009,12/12/2009,12/12/2009,23,17.39130435,17.39130435,40.02,0,1,1,0,Monday,RIC
WG8N66,1,12/12/2009,12/12/2009,12/12/2009,22,59.09090909,4.545454545,40.02,0,1,0,0,Tuesday,RIC
G2H9E3,1,12/12/2009,12/12/2009,12/12/2009,23,26.08695652,0,40.02,0,1,0,0,Monday,DCX
8EQQ9X,1,12/12/2009,12/12/2009,12/12/2009,19,21.05263158,10.52631579,40.02,0,1,0,0,Monday,RIC
SUMYHJ,1,12/12/2009,12/12/2009,12/12/2009,20,100,55,40.02,0,1,1,0,Friday,RIC
